recordid,position_request_timestamp,postyp,approve,fiscalyr,hirefte,clineft,rescheft,edueft,admineft,rank___1,rank___2,rank___3,rank___4,rank___5,stafflvl___1,stafflvl___2,stafflvl___3,stafflvl___4,prfsfee,extgrant,endow,labfee,gifts,divbp,ccrffund,fundothr,qualify___1,qualify___2,qualify___99,qualothr,align,strtarea___1,strtarea___2,strtarea___3,strtarea___4,strtarea___5,strtarea___6,strtarea___7
3239,1/19/2024 8:19,New,No,,1,80,0,20,0,0,1,0,0,0,0,0,0,0,65,,,,,35,,,0,1,0,,,0,0,0,0,0,0,0
3240,1/19/2024 8:28,New,No,,1,80,0,20,0,0,1,0,0,0,0,0,0,0,65,,,,,35,,,0,1,0,,,0,0,0,0,0,0,0
3241,1/19/2024 8:34,New,No,,1,80,0,20,0,0,1,0,0,0,0,0,0,0,65,,,,,35,,,0,1,0,,,0,0,0,0,0,0,0
3242,1/19/2024 8:36,New,No,,1,80,0,20,0,0,1,0,0,0,0,0,0,0,65,,,,,35,,,0,1,0,,,0,0,0,0,0,0,0
3243,1/19/2024 8:41,New,No,,1,80,0,20,0,0,1,0,0,0,0,0,0,0,65,0,0,0,0,35,0,0,0,1,0,,,0,0,0,0,0,0,0
3245,1/25/2024 17:29,New,No,,1,80,0,0,20,0,1,0,0,0,0,0,0,0,95,,,,,5,,,0,1,0,,,0,0,0,0,0,0,0
3252,2/20/2024 8:45,New,No,,1,0,90,5,5,0,1,0,0,0,0,0,0,0,,46,17,,,,0,37,1,0,1,PharmD,No,0,0,0,0,0,0,0
3253,1/25/2024 17:29,New,No,,1,80,0,0,20,0,1,0,0,0,0,0,0,0,95,,,,,5,,,0,1,0,,,0,0,0,0,0,0,0
3254,1/25/2024 17:29,New,No,,1,80,0,0,20,0,1,0,0,0,0,0,0,0,95,,,,,5,,,0,1,0,,,0,0,0,0,0,0,0
3255,1/25/2024 18:08,New,No,,1,80,0,0,20,0,1,1,0,1,1,1,0,0,100,,,,,,,,1,0,0,,,0,0,0,0,0,0,0
3257,1/26/2024 12:21,New,No,,0.1,100,0,0,0,0,0,0,0,1,1,0,0,0,100,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0
3259,2/1/2024 14:47,New,No,,1,0,90,5,5,0,1,0,0,0,0,0,0,0,13,46,,,,,41,,1,0,0,,Yes,0,1,1,0,0,1,0
3260,2/2/2024 15:51,New,No,,1,0,85,5,10,0,0,1,0,0,0,0,0,0,10,58,,,,,32,,1,0,0,,Yes,0,1,1,0,0,1,0
3261,2/12/2024 10:16,New,No,,1,25,75,0,0,0,1,0,0,0,0,0,0,0,25,0,0,0,0,0,0,75,0,1,0,,Yes,0,0,0,0,1,0,0
3263,2/9/2024 16:41,Replacement,No,,1,35,0,20,45,0,0,0,1,0,0,0,0,0,50,0,25,0,0,0,25,0,0,1,0,,,0,0,0,0,0,0,0
3264,2/14/2024 17:00,New,No,,1,0,90,10,0,0,1,1,1,0,0,0,0,0,,50,,,,50,,,1,0,0,,Yes,0,0,1,0,0,0,0
3265,2/14/2024 16:58,New,Yes,2024,1,0,90,10,0,0,1,1,1,0,0,0,0,0,,50,,,,50,,,1,0,0,,Yes,0,0,1,0,0,0,0
3266,2/12/2024 10:57,Replacement,No,,1,50,0,0,50,0,0,0,1,0,0,0,0,0,33,0,0,0,0,0,0,67,0,1,0,,,0,0,0,0,0,0,0
3267,2/12/2024 12:56,New,No,,1,80,0,0,20,0,1,0,0,0,0,0,0,0,100,,,,,,,,0,1,0,,,0,0,0,0,0,0,0
3268,2/12/2024 12:56,New,No,,1,80,0,0,20,0,1,0,0,0,0,0,0,0,100,,,,,,,,0,1,0,,,0,0,0,0,0,0,0
3269,2/12/2024 13:17,New,No,,1,60,20,0,20,0,0,1,0,0,0,0,0,0,60,,,,,40,,,0,1,0,,,0,0,0,0,0,0,0
3272,2/14/2024 9:39,New,No,,1,0,60,0,40,0,1,0,0,0,0,0,0,0,,30,,,,,40,30,1,0,0,,Yes,0,0,0,0,0,0,1
3274,2/21/2024 11:53,Replacement,Yes,2024,1,70,10,10,10,0,1,0,0,0,0,0,0,0,80,10,10,,,,,,0,1,0,,,0,0,0,0,0,0,0
3275,2/21/2024 14:51,Replacement,Yes,2024,1,70,20,7.5,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1,0,,,0,0,0,0,0,0,0
3276,2/22/2024 10:14,New,No,,0.1,0,0,0,100,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1,0,,,0,0,0,0,0,0,0
3278,2/27/2024 11:42,New,No,,1,80,0,20,0,0,0,0,0,1,0,1,0,0,55,,,,,45,,,0,1,0,,,0,0,0,0,0,0,0
3279,2/28/2024 13:42,New,No,,1,25,75,0,0,1,0,0,0,0,0,0,0,0,63,,10,,,,,27,0,1,0,,Yes,0,1,0,0,1,0,0
3281,3/1/2024 15:57,New,No,,1,80,0,20,0,0,1,0,0,0,0,0,0,0,65,0,0,0,0,35,0,0,0,1,0,,,0,0,0,0,0,0,0
3282,3/11/2024 9:26,New,No,,1,70,0,20,10,0,1,0,0,0,0,0,0,0,0,0,23,68,0,9,0,0,1,0,0,,,0,0,0,0,0,0,0
3284,3/6/2024 18:28,New,No,,1,0,95,5,0,0,1,0,0,0,0,0,0,0,0,30,0,0,0,70,0,0,1,0,0,,Yes,0,1,0,0,0,1,0
3285,3/7/2024 7:15,New,No,,1,95,0,5,0,0,1,0,0,0,0,0,0,0,43.9,,,,,,,56.1,0,1,0,,,0,0,0,0,0,0,0
3286,3/15/2024 13:02,New,No,,1,80,0,5,15,0,1,0,0,0,0,0,0,0,95,,,,,5,,,0,1,0,,,0,0,0,0,0,0,0
3287,3/15/2024 12:57,New,No,,1,50,0,30,20,0,1,0,0,0,0,0,0,0,,,,,,,,100,0,1,0,,,0,0,0,0,0,0,0
3288,3/15/2024 10:15,New,No,,1,0,100,0,0,1,0,0,0,0,0,0,0,0,,100,,,,,,,1,0,0,,No,0,0,0,0,0,0,0
3289,3/15/2024 17:12,New,No,,1,0,100,0,0,0,1,1,0,0,0,0,0,0,,41.5,,,,58.5,,,1,0,0,,Yes,1,0,0,0,0,0,0
3290,3/15/2024 18:02,New,No,,1,0,90,10,0,0,1,0,0,0,0,0,0,0,,46,54,,,,,0,1,0,0,,Yes,0,1,0,0,0,0,0
3291,3/19/2024 16:32,Replacement,Yes,2024,1,100,0,0,0,0,0,0,0,1,1,1,0,0,100,,,,,,,,0,1,0,,,0,0,0,0,0,0,0
3293,3/22/2024 11:00,New,No,,1,30,70,0,0,0,1,0,0,0,0,0,0,0,30,13,0,0,0,12,0,45,0,1,0,,Yes,0,0,0,0,1,0,1
3294,3/25/2024 13:48,New,No,,1,80,0,20,0,0,1,0,0,0,0,0,0,0,48,,,,,52,,0,0,1,0,,,0,0,0,0,0,0,0
3301,4/1/2024 13:41,New,No,,1,80,0,0,20,0,1,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0
3302,4/3/2024 16:29,New,No,,1,80,0,0,20,0,0,0,0,1,1,0,0,0,100,0,0,,,,,0,0,1,0,,,0,0,0,0,0,0,0
3304,4/6/2024 15:59,New,No,,1,80,0,20,0,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,,0,1,0,,,0,0,0,0,0,0,0
3305,4/8/2024 9:17,Replacement,No,,1,80,0,20,0,0,0,1,0,0,0,0,0,0,100,,,,,,,,0,1,0,,,0,0,0,0,0,0,0
3307,4/11/2024 17:28,Replacement,Yes,2024,1,80,0,0,20,0,1,1,0,0,0,0,0,0,100,0,0,,,,,0,0,1,0,,,0,0,0,0,0,0,0
3312,4/16/2024 12:00,New,No,,1,0,95,5,0,0,1,0,0,0,0,0,0,0,,,46,,27,,,27,1,0,0,,Yes,0,0,1,0,0,0,0
3313,4/16/2024 15:02,New,No,,1,80,0,20,0,0,1,0,0,0,0,0,0,0,48,,,,,52,,0,0,1,0,,,0,0,0,0,0,0,0
3314,4/16/2024 17:42,New,No,,1,100,0,0,0,0,0,0,0,1,1,1,1,0,2,0,0,0,0,98,0,0,0,0,0,,,0,0,0,0,0,0,0
3315,4/18/2024 11:20,New,No,,1,65,5,10,20,0,0,0,1,0,0,0,0,0,80,0,20,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0
3319,4/22/2024 11:04,New,No,,1,0,90,10,0,0,1,0,0,0,0,0,0,0,0,40,5,0,0,55,0,0,1,0,0,,Yes,0,1,1,0,0,1,0
3320,5/9/2024 11:47,Replacement,Yes,2026,1,80,0,20,0,0,1,1,0,1,1,1,0,0,100,,,,,,,,1,0,0,,,0,0,0,0,0,0,0
3321,5/9/2024 11:50,New,No,,1,80,0,20,0,0,1,1,0,1,1,1,0,0,100,,,,,,,,1,0,0,,,0,0,0,0,0,0,0
3322,5/9/2024 11:56,New,No,,1,80,0,20,0,0,1,1,0,1,1,1,0,0,100,,,,,,,,1,0,0,,,0,0,0,0,0,0,0
3323,5/9/2024 12:11,New,No,,1,80,0,20,0,0,1,1,0,1,1,1,0,0,100,,,,,,,,1,0,0,,,0,0,0,0,0,0,0
3324,5/9/2024 12:14,New,No,,1,80,0,20,0,0,1,1,0,1,1,1,0,0,100,,,,,,,,1,0,0,,,0,0,0,0,0,0,0
3327,4/26/2024 9:59,New,No,,0.5,100,0,0,0,0,0,0,0,1,0,0,0,1,80,0,0,0,0,0,20,0,0,1,0,,,0,0,0,0,0,0,0
3329,4/29/2024 15:42,New,Yes,2025,1,0,80,20,0,0,1,0,0,0,0,0,0,0,,,,,,100,,,1,0,0,,No,0,0,0,0,0,0,0
3330,4/29/2024 17:35,New,No,,1,80,0,20,0,0,0,0,0,1,0,1,1,0,82,,,,,,18,,0,1,0,,,0,0,0,0,0,0,0
3331,4/30/2024 14:54,New,Yes,2025,1,0,70,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1,0,0,,No,0,0,0,0,0,0,0
3332,5/1/2024 10:05,New,No,,1,100,0,0,0,0,0,0,0,1,0,1,1,0,80,,,,,,20,,0,1,0,,,0,0,0,0,0,0,0
3334,5/2/2024 17:25,Replacement,No,,1,60,30,7.5,2.5,0,1,1,0,0,0,0,0,0,65,0,0,0,25,10,0,0,0,1,0,,,0,0,0,0,0,0,0
3335,5/2/2024 11:58,New,No,,1,80,20,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,98,0,0,0,1,0,,,0,0,0,0,0,0,0
3336,5/8/2024 11:26,New,No,,1,0,100,0,0,0,1,0,0,0,0,0,0,0,,,,,,100,,,1,0,0,,No,0,0,0,0,0,0,0
3337,5/3/2024 12:46,New,No,,0.1,100,0,0,0,0,0,0,0,1,1,0,0,0,100,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0
3338,5/3/2024 14:31,Replacement,Yes,2024,1,80,0,20,0,0,1,0,0,0,0,0,0,0,,,,100,,,,,0,1,0,,,0,0,0,0,0,0,0
3339,5/3/2024 14:58,New,No,,1,80,0,20,0,0,1,0,0,0,0,0,0,0,100,,,,,,,,0,1,0,,,0,0,0,0,0,0,0
3342,5/9/2024 13:02,New,Yes,2025,1,0,70,30,0,0,0,1,0,0,0,0,0,0,,,,,,100,,,1,0,1,AuD,Yes,0,0,0,0,1,0,0
3343,5/9/2024 13:23,New,Yes,2025,1,60,40,0,0,0,1,0,0,0,0,0,0,0,60,40,,,,,,,1,0,0,,Yes,0,0,0,0,1,0,0
3344,5/9/2024 13:29,New,Yes,2025,1,85,15,0,0,0,0,1,0,0,0,0,0,0,85,15,,,,,,,1,0,0,,,0,0,0,0,0,0,0
3345,5/9/2024 13:37,New,Yes,2025,1,54,46,0,0,0,0,0,1,0,0,0,0,0,54,46,,,,,,,1,0,0,,Yes,0,0,0,0,1,0,0
3348,5/14/2024 12:18,New,Yes,2025,1,0,0,0,100,0,1,0,0,0,0,0,0,0,0,70,0,0,0,30,0,0,1,0,0,,,0,0,0,0,0,0,0
3349,5/15/2024 11:26,New,No,,1,100,0,0,0,0,0,0,0,1,1,1,0,0,44.65,,,,,,,55.35,0,1,0,,,0,0,0,0,0,0,0
3351,5/15/2024 15:04,Replacement,No,,1,80,0,0,20,0,1,0,0,0,0,0,0,0,33,,,,,,,67,0,1,0,,,0,0,0,0,0,0,0
3352,5/16/2024 14:30,New,No,,1,100,0,0,0,0,0,0,0,1,1,0,0,0,100,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0
3353,5/17/2024 10:27,New,No,,1,80,0,20,0,0,1,0,0,0,0,0,0,0,100,,,,,,,,0,1,0,,,0,0,0,0,0,0,0
3354,5/29/2024 15:14,Replacement,Yes,2025,1,80,0,20,0,0,1,1,0,1,1,1,0,0,97,,,,,,,3,1,0,0,,,0,0,0,0,0,0,0
3357,5/31/2024 14:18,New,No,,1,80,0,20,0,0,1,1,0,1,1,1,0,0,100,,,,,,,,1,0,0,,,0,0,0,0,0,0,0
3361,5/31/2024 12:50,New,No,,0.1,100,0,0,0,0,0,0,0,1,1,0,0,0,100,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0
3362,6/7/2024 17:22,New,Yes,2024,1,0,0,5,95,1,0,0,0,0,0,0,0,0,,,,,,,,100,1,0,0,,,0,0,0,0,0,0,0
3363,6/10/2024 11:35,Replacement,Yes,2025,1,70,20,7.5,2.5,0,1,1,0,0,0,0,0,0,62,0,0,0,31,7,0,0,0,1,0,,,0,0,0,0,0,0,0
3364,6/10/2024 14:23,New,No,,1,70,25,5,0,0,1,0,0,0,0,0,0,0,70,25,0,0,0,5,0,0,0,1,0,,,0,0,0,0,0,0,0
3366,6/12/2024 15:34,New,Yes,2025,1,50,50,0,0,0,1,0,0,0,0,0,0,0,50,20,,,,,,30,1,0,1,APRN,No,0,0,0,0,0,0,0
3367,6/12/2024 15:55,New,No,,0.1,100,0,0,0,0,0,0,0,1,1,1,0,0,100,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0
3368,6/13/2024 13:07,New,No,,1,80,0,20,0,0,1,0,0,0,0,0,0,0,,,,100,,,,,0,1,0,,,0,0,0,0,0,0,0
3369,6/26/2024 9:52,Replacement,Yes,2025,1,50,50,0,0,0,1,1,0,0,0,0,0,0,61,25,,,,14,,,0,1,0,,Yes,0,0,0,1,0,0,0
3370,7/9/2024 15:31,Replacement,Yes,2025,1,80,0,0,20,0,1,1,0,0,0,0,0,0,100,,,,,,,,0,1,0,,,0,0,0,0,0,0,0
3371,7/12/2024 12:03,Replacement,Yes,2025,1,85,15,0,0,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0
3372,7/12/2024 15:30,New,No,,1,85,0,15,0,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0
3373,7/17/2024 12:55,New,Yes,2025,1,80,0,0,20,0,1,0,0,0,0,0,0,0,33,,,,,,,67,0,1,0,,,0,0,0,0,0,0,0
3374,7/18/2024 9:48,Replacement,Yes,2025,1,25,75,0,0,0,1,1,0,0,0,0,0,0,25,42,,,,4,29,,0,1,0,,No,0,0,0,0,0,0,0
3376,7/19/2024 17:31,New,No,,1,25,70,2.5,2.5,0,1,0,0,0,0,0,0,0,74,,11,,11,4,,,0,1,0,,Yes,1,0,0,0,0,0,0
3377,7/19/2024 17:37,New,No,,1,25,70,2.5,2.5,0,1,0,0,0,0,0,0,0,74,,11,,11,4,,,0,1,0,,Yes,1,0,0,0,0,0,0
3379,7/25/2024 15:55,New,No,,0.8,100,0,0,0,0,0,1,0,0,0,0,0,0,95,,,,,5,,,0,1,0,,,0,0,0,0,0,0,0
3382,7/26/2024 11:53,New,No,,1,80,0,20,0,0,1,0,0,0,0,0,0,0,100,,,,,,,,0,1,0,,,0,0,0,0,0,0,0
3383,7/29/2024 13:29,New,Yes,2025,1,80,20,0,0,0,1,1,0,0,0,0,0,0,84,10,0,0,0,6,0,0,0,1,0,,,0,0,0,0,0,0,0
3385,7/31/2024 16:59,New,No,,1,80,20,0,0,1,1,1,0,0,0,0,0,0,60,8,0,0,0,32,0,0,0,1,0,,,0,0,0,0,0,0,0
3386,7/30/2024 12:06,New,No,,1,80,0,0,20,0,0,0,1,0,0,0,0,0,100,,,,,,,,0,1,0,,,0,0,0,0,0,0,0
3387,7/31/2024 13:47,Replacement,Yes,2025,1,0,70,0,30,0,0,0,1,0,0,0,0,0,,,,,,,100,,1,0,0,,Yes,1,0,0,0,0,0,0
3388,8/6/2024 11:27,New,No,,1,70,25,2.5,2.5,0,1,0,0,0,0,0,0,0,85,8,0,0,6,1,0,0,0,1,0,,,0,0,0,0,0,0,0
3389,8/10/2024 12:27,New,No,,1,50,40,0,10,0,0,1,0,0,0,0,0,0,60,,40,,,,,,0,1,0,,No,0,0,0,0,0,0,0
3390,8/7/2024 23:17,New,No,,1,85,15,0,0,0,1,0,0,0,0,0,0,0,84,0,16,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0
3391,8/12/2024 10:36,New,No,,1,80,0,20,0,0,1,0,0,0,0,0,0,0,70,,,,,30,,,0,1,0,,,0,0,0,0,0,0,0
3392,8/9/2024 15:34,New,No,,1,0,80,0,20,0,1,0,0,0,0,0,0,0,,,73,,,,27,,1,0,0,,Yes,0,0,0,0,0,0,1
3393,8/9/2024 13:20,Replacement,No,,1,50,0,20,30,0,0,0,1,0,0,0,0,0,50,,30,,,,20,,0,1,0,,,0,0,0,0,0,0,0
3394,8/9/2024 15:50,Replacement,Yes,2025,1,80,0,10,10,0,1,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0
3395,8/12/2024 10:41,New,No,,1,80,0,20,0,0,1,0,0,0,0,0,0,0,55,,,,,45,,,0,1,0,,,0,0,0,0,0,0,0
3396,8/12/2024 10:43,New,No,,1,80,0,20,0,0,1,0,0,0,0,0,0,0,55,,,,,45,,,0,1,0,,,0,0,0,0,0,0,0
3397,8/13/2024 13:08,New,No,,1,100,0,0,0,0,1,0,0,0,0,0,0,0,93,0,0,0,0,0,7,0,0,1,0,,,0,0,0,0,0,0,0
3399,8/27/2024 23:06,Replacement,No,,1,60,0,0,40,0,0,0,1,0,0,0,0,0,60,,40,,,,,,0,0,0,,,0,0,0,0,0,0,0
3400,8/28/2024 14:59,New,No,,1,100,0,0,0,0,0,0,0,1,1,0,0,0,44.65,,,,,,,55.35,0,1,0,,,0,0,0,0,0,0,0
3402,8/30/2024 17:03,Replacement,No,,1,0,0,0,100,0,1,1,1,0,0,0,0,0,,,,,,,,100,0,0,1,MD or PhD,,0,0,0,0,0,0,0
3403,8/30/2024 17:01,Replacement,Yes,2025,1,80,0,0,20,0,0,1,0,0,0,0,0,0,100,,,,,,,,0,1,0,,,0,0,0,0,0,0,0
3404,10/4/2024 8:40,New,No,,1,100,0,0,0,0,0,0,0,1,1,1,0,0,86,,,,,,,14,0,1,0,,,0,0,0,0,0,0,0
3405,10/4/2024 8:40,New,No,,1,100,0,0,0,0,0,0,0,1,1,1,0,0,86,,,,,,,14,0,1,0,,,0,0,0,0,0,0,0
3407,9/17/2024 8:42,Replacement,Yes,2025,1,100,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,100,0,1,0,,,0,0,0,0,0,0,0
3409,9/17/2024 12:39,New,No,,1,80,0,0,20,0,1,1,0,0,0,0,0,0,80,0,0,0,0,0,20,,0,1,0,,,0,0,0,0,0,0,0
3411,9/18/2024 13:54,Replacement,Yes,2025,1,50,20,5,25,0,0,1,1,0,0,0,0,0,50,20,5,,,,25,,0,1,0,,,0,0,0,0,0,0,0
3413,9/27/2024 9:16,New,Yes,2025,1,0,70,5,25,0,1,0,0,0,0,0,0,0,,15,,,,55,,30,1,0,1,OTD,Yes,0,0,0,0,1,0,0
3415,9/25/2024 14:20,New,No,,1,80,20,0,0,1,1,0,0,0,0,0,0,0,47,26,0,0,0,4,0,23,0,1,0,,,0,0,0,0,0,0,0
3416,9/25/2024 14:53,New,Yes,2025,1,80,20,0,0,0,1,1,0,0,0,0,0,0,52,26,,,,4,,18,0,1,0,,,0,0,0,0,0,0,0
3417,9/25/2024 16:29,Replacement,Yes,2025,1,80,20,0,0,0,1,1,0,0,0,0,0,0,92,5,,,,2,,1,0,1,0,,,0,0,0,0,0,0,0
3418,10/25/2024 8:48,Replacement,Yes,2025,1,80,0,20,0,0,1,1,0,1,1,1,0,0,100,,,,,,,,1,0,0,,,0,0,0,0,0,0,0
3419,10/25/2024 9:09,New,No,,1,80,0,20,0,0,1,1,0,0,0,0,0,0,100,,,,,,,,1,0,0,,,0,0,0,0,0,0,0
3420,9/26/2024 11:51,New,No,,0.5,100,0,0,0,0,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,,0,1,0,,,0,0,0,0,0,0,0
3421,9/27/2024 11:35,New,No,,1,0,100,0,0,1,0,0,0,0,0,0,0,0,,73,27,,,,,,1,0,0,,No,0,0,0,0,0,0,0
3422,9/30/2024 9:44,New,No,,1,100,0,0,0,0,0,0,0,1,1,0,0,0,100,,,,,,,,0,1,0,,,0,0,0,0,0,0,0
3424,9/30/2024 12:32,New,Yes,2025,1,0,100,0,0,0,1,0,0,0,0,0,0,0,,54,14,,,,32,,1,0,0,,No,0,0,0,0,0,0,0
3425,10/1/2024 16:49,Replacement,No,,1,70,0,0,30,0,0,1,1,0,0,0,0,0,86,0,10,0,0,4,0,0,0,1,0,,,0,0,0,0,0,0,0
3426,10/4/2024 9:55,Replacement,Yes,2024,1,100,0,0,0,0,0,0,0,1,0,1,1,0,100,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0
3427,10/4/2024 10:30,Replacement,Yes,2025,1,90,0,10,0,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0
3428,10/7/2024 14:32,New,No,,1,80,0,20,0,0,1,0,0,0,0,0,0,0,55,,,,,45,,,0,1,0,,,0,0,0,0,0,0,0
3429,10/9/2024 15:06,Replacement,Yes,2025,1,90,0,10,0,0,1,0,0,0,0,0,0,0,90,0,0,0,0,0,0,10,0,1,0,,,0,0,0,0,0,0,0
3431,10/25/2024 9:29,New,No,,1,80,0,20,0,0,1,1,0,1,1,1,0,0,100,,,,,,,,1,0,0,,,0,0,0,0,0,0,0
3432,10/25/2024 9:29,New,No,,1,80,0,20,0,0,1,1,0,1,1,1,0,0,100,,,,,,,,1,0,0,,,0,0,0,0,0,0,0
3436,10/14/2024 17:12,Replacement,No,,1,80,0,20,0,0,1,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0
3440,10/18/2024 15:35,New,No,,1,80,0,0,20,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0
3441,10/21/2024 11:27,Replacement,No,,1,80,0,20,0,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0
3442,10/23/2024 13:53,New,No,,1,25,70,5,0,0,1,1,0,0,0,0,0,0,14,17,0,0,0,0,69,0,1,1,0,,Yes,0,0,0,0,1,0,1
3443,10/24/2024 15:29,New,No,,1,60,15,5,20,0,0,0,1,0,0,0,0,0,49,6,15,0,5,4,21,0,0,1,0,,,0,0,0,0,0,0,0
3444,10/25/2024 11:42,New,Yes,2025,1,30,70,0,0,0,1,0,0,0,0,0,0,0,30,0,0,0,0,0,70,0,0,1,0,,Yes,0,0,0,0,0,1,0
3445,11/4/2024 15:31,New,No,,1,25,65,0,10,0,1,0,0,0,0,0,0,0,25,,,,,,65,10,0,1,0,,Yes,0,0,0,1,1,0,0
3446,11/15/2024 11:52,New,No,,1,80,0,20,0,0,1,1,0,1,1,1,0,0,88,,,,,,,12,1,0,0,,,0,0,0,0,0,0,0
3447,11/5/2024 12:02,New,Yes,2025,1,0,100,0,0,0,1,1,0,0,0,0,0,0,,41.1,,,,56.4,,2.5,1,0,0,,Yes,1,0,0,0,0,0,0
3448,11/6/2024 11:59,New,No,,1,80,0,0,20,0,1,0,0,0,0,0,0,0,33,,,,,,,67,0,1,0,,,0,0,0,0,0,0,0
3449,11/7/2024 11:40,Replacement,No,,0.8,100,0,0,0,0,0,0,0,1,1,0,0,0,100,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0
3451,11/14/2024 14:22,New,No,,1,50,40,0,10,0,0,1,1,0,0,0,0,0,,20,10,,,10,,60,1,0,0,,No,0,0,0,0,0,0,0
3453,11/14/2024 15:45,New,Yes,2025,1,90,0,10,0,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0
3454,11/15/2024 12:07,New,No,,1,95,0,5,0,0,0,0,0,1,1,0,0,0,100,,,,,,,,0,1,0,,,0,0,0,0,0,0,0
3455,11/15/2024 14:15,New,No,,1,80,0,20,0,0,1,1,0,1,1,1,0,0,100,,,,,,,0,1,0,0,,,0,0,0,0,0,0,0
3457,11/19/2024 9:15,New,No,,1,80,0,20,0,0,1,1,0,1,1,1,0,0,100,,,,,,,,1,0,0,,,0,0,0,0,0,0,0
3459,11/19/2024 16:30,New,No,,1,50,0,0,50,0,1,0,0,0,0,0,0,0,23,0,0,0,0,0,0,77,0,1,0,,,0,0,0,0,0,0,0
3460,11/22/2024 13:36,Replacement,Yes,2025,1,80,0,10,10,0,1,1,1,0,0,0,0,0,100,,,,,,,,0,1,0,,,0,0,0,0,0,0,0
3461,11/26/2024 12:58,Replacement,Yes,2025,1,80,0,10,10,0,1,1,1,0,0,0,0,0,100,,,,,,,,0,1,0,,,0,0,0,0,0,0,0
